period,start,end,regime,days,signed_mv_return_pct,signed_mv_sharpe,signed_mv_mdd_pct,signed_mv_calmar,btc_return_pct,equal_weight_return_pct,funding_coverage_pct
2020,2020-11-23 00:00:00+00:00,2020-12-31 00:00:00+00:00,bull,39,28.707047360039752,4.96299634324751,-10.960556871466476,87.68916946589707,57.04565179656305,13.738389086527958,100.0
2021,2021-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,bull,365,810.8873637809813,2.4429705976614726,-28.203801553534824,28.75099522459062,59.612706412892045,3656.8085740583756,100.0
2022,2022-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,bear,365,-29.99701000780437,-0.5333604355847846,-56.945750062466914,-0.5267646834908488,-64.21250900227139,-77.85412245009547,100.0
2023,2023-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,bull,365,36.72471684103067,0.9762768398276384,-42.86209023567989,0.8568111503451539,155.8654218266254,222.74188498013808,100.0
2024,2024-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,bull,366,-14.129222993468549,-0.060718804819929216,-40.794607799312196,-0.3454740100527155,121.08262040932112,98.50207104734383,100.0
2025,2025-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,chop,365,-9.595865878865107,-0.0009102194904243267,-43.05229200647205,-0.22288861827432,-6.350368630737446,-37.33578056909136,100.0
2026,2026-01-01 00:00:00+00:00,2026-06-10 00:00:00+00:00,drawdown,161,-15.316969317097174,-0.6809596542898687,-22.966331325920308,-1.3673255723752593,-29.819697242951946,-40.38594669384559,100.0
