date,close,regime,regime_raw,cluster,confidence,active_regimes,refit_date
2020-12-15 00:00:00+00:00,19424.91,unlabeled,unlabeled,-1,,,
2020-12-16 00:00:00+00:00,21346.8,unlabeled,unlabeled,-1,,,
2020-12-17 00:00:00+00:00,22816.99,unlabeled,unlabeled,-1,,,
2020-12-18 00:00:00+00:00,23124.35,unlabeled,unlabeled,-1,,,
2020-12-19 00:00:00+00:00,23847.28,unlabeled,unlabeled,-1,,,
2020-12-20 00:00:00+00:00,23472.96,unlabeled,unlabeled,-1,,,
2020-12-21 00:00:00+00:00,22730.1,unlabeled,unlabeled,-1,,,
2020-12-22 00:00:00+00:00,23826.99,unlabeled,unlabeled,-1,,,
2020-12-23 00:00:00+00:00,23238.27,unlabeled,unlabeled,-1,,,
2020-12-24 00:00:00+00:00,23737.44,unlabeled,unlabeled,-1,,,
2020-12-25 00:00:00+00:00,24730.0,unlabeled,unlabeled,-1,,,
2020-12-26 00:00:00+00:00,26508.83,unlabeled,unlabeled,-1,,,
2020-12-27 00:00:00+00:00,26305.64,unlabeled,unlabeled,-1,,,
2020-12-28 00:00:00+00:00,27102.66,unlabeled,unlabeled,-1,,,
2020-12-29 00:00:00+00:00,27402.83,unlabeled,unlabeled,-1,,,
2020-12-30 00:00:00+00:00,28906.99,unlabeled,unlabeled,-1,,,
2020-12-31 00:00:00+00:00,28951.68,unlabeled,unlabeled,-1,,,
2021-01-01 00:00:00+00:00,29337.16,unlabeled,unlabeled,-1,,,
2021-01-02 00:00:00+00:00,32199.91,unlabeled,unlabeled,-1,,,
2021-01-03 00:00:00+00:00,33054.53,unlabeled,unlabeled,-1,,,
2021-01-04 00:00:00+00:00,32031.07,unlabeled,unlabeled,-1,,,
2021-01-05 00:00:00+00:00,33999.52,unlabeled,unlabeled,-1,,,
2021-01-06 00:00:00+00:00,36823.68,unlabeled,unlabeled,-1,,,
2021-01-07 00:00:00+00:00,39498.92,unlabeled,unlabeled,-1,,,
2021-01-08 00:00:00+00:00,40637.23,unlabeled,unlabeled,-1,,,
2021-01-09 00:00:00+00:00,40136.04,unlabeled,unlabeled,-1,,,
2021-01-10 00:00:00+00:00,38221.67,unlabeled,unlabeled,-1,,,
2021-01-11 00:00:00+00:00,35408.46,unlabeled,unlabeled,-1,,,
2021-01-12 00:00:00+00:00,34056.9,unlabeled,unlabeled,-1,,,
2021-01-13 00:00:00+00:00,37421.07,unlabeled,unlabeled,-1,,,
2021-01-14 00:00:00+00:00,39163.31,unlabeled,unlabeled,-1,,,
2021-01-15 00:00:00+00:00,36755.24,unlabeled,unlabeled,-1,,,
2021-01-16 00:00:00+00:00,36025.66,unlabeled,unlabeled,-1,,,
2021-01-17 00:00:00+00:00,35869.83,unlabeled,unlabeled,-1,,,
2021-01-18 00:00:00+00:00,36686.86,unlabeled,unlabeled,-1,,,
2021-01-19 00:00:00+00:00,35891.03,unlabeled,unlabeled,-1,,,
2021-01-20 00:00:00+00:00,35500.0,unlabeled,unlabeled,-1,,,
2021-01-21 00:00:00+00:00,30879.97,unlabeled,unlabeled,-1,,,
2021-01-22 00:00:00+00:00,32986.34,unlabeled,unlabeled,-1,,,
2021-01-23 00:00:00+00:00,32086.48,unlabeled,unlabeled,-1,,,
2021-01-24 00:00:00+00:00,32275.63,unlabeled,unlabeled,-1,,,
2021-01-25 00:00:00+00:00,32253.68,unlabeled,unlabeled,-1,,,
2021-01-26 00:00:00+00:00,32474.14,unlabeled,unlabeled,-1,,,
2021-01-27 00:00:00+00:00,30381.04,unlabeled,unlabeled,-1,,,
2021-01-28 00:00:00+00:00,33399.75,unlabeled,unlabeled,-1,,,
2021-01-29 00:00:00+00:00,34269.35,unlabeled,unlabeled,-1,,,
2021-01-30 00:00:00+00:00,34289.85,unlabeled,unlabeled,-1,,,
2021-01-31 00:00:00+00:00,33126.21,unlabeled,unlabeled,-1,,,
2021-02-01 00:00:00+00:00,33546.09,unlabeled,unlabeled,-1,,,
2021-02-02 00:00:00+00:00,35504.06,unlabeled,unlabeled,-1,,,
2021-02-03 00:00:00+00:00,37652.51,unlabeled,unlabeled,-1,,,
2021-02-04 00:00:00+00:00,36976.93,unlabeled,unlabeled,-1,,,
2021-02-05 00:00:00+00:00,38362.65,unlabeled,unlabeled,-1,,,
2021-02-06 00:00:00+00:00,39249.54,unlabeled,unlabeled,-1,,,
2021-02-07 00:00:00+00:00,38849.25,unlabeled,unlabeled,-1,,,
2021-02-08 00:00:00+00:00,46451.32,unlabeled,unlabeled,-1,,,
2021-02-09 00:00:00+00:00,46492.54,unlabeled,unlabeled,-1,,,
2021-02-10 00:00:00+00:00,44850.0,unlabeled,unlabeled,-1,,,
2021-02-11 00:00:00+00:00,48060.21,unlabeled,unlabeled,-1,,,
2021-02-12 00:00:00+00:00,47361.03,unlabeled,unlabeled,-1,,,
2021-02-13 00:00:00+00:00,47221.62,unlabeled,unlabeled,-1,,,
2021-02-14 00:00:00+00:00,48655.21,unlabeled,unlabeled,-1,,,
2021-02-15 00:00:00+00:00,47981.58,unlabeled,unlabeled,-1,,,
2021-02-16 00:00:00+00:00,49197.94,unlabeled,unlabeled,-1,,,
2021-02-17 00:00:00+00:00,52194.62,unlabeled,unlabeled,-1,,,
2021-02-18 00:00:00+00:00,51619.7,unlabeled,unlabeled,-1,,,
2021-02-19 00:00:00+00:00,56004.1,unlabeled,unlabeled,-1,,,
2021-02-20 00:00:00+00:00,55917.41,unlabeled,unlabeled,-1,,,
2021-02-21 00:00:00+00:00,57487.43,unlabeled,unlabeled,-1,,,
2021-02-22 00:00:00+00:00,54121.1,unlabeled,unlabeled,-1,,,
2021-02-23 00:00:00+00:00,48930.0,unlabeled,unlabeled,-1,,,
2021-02-24 00:00:00+00:00,49702.03,unlabeled,unlabeled,-1,,,
2021-02-25 00:00:00+00:00,47089.37,unlabeled,unlabeled,-1,,,
2021-02-26 00:00:00+00:00,46313.13,unlabeled,unlabeled,-1,,,
2021-02-27 00:00:00+00:00,46102.63,unlabeled,unlabeled,-1,,,
2021-02-28 00:00:00+00:00,45163.36,unlabeled,unlabeled,-1,,,
2021-03-01 00:00:00+00:00,49592.7,unlabeled,unlabeled,-1,,,
2021-03-02 00:00:00+00:00,48450.57,unlabeled,unlabeled,-1,,,
2021-03-03 00:00:00+00:00,50373.75,unlabeled,unlabeled,-1,,,
2021-03-04 00:00:00+00:00,48385.77,unlabeled,unlabeled,-1,,,
2021-03-05 00:00:00+00:00,48770.57,unlabeled,unlabeled,-1,,,
2021-03-06 00:00:00+00:00,48908.21,unlabeled,unlabeled,-1,,,
2021-03-07 00:00:00+00:00,50995.27,unlabeled,unlabeled,-1,,,
2021-03-08 00:00:00+00:00,52429.43,unlabeled,unlabeled,-1,,,
2021-03-09 00:00:00+00:00,54917.78,unlabeled,unlabeled,-1,,,
2021-03-10 00:00:00+00:00,55947.98,unlabeled,unlabeled,-1,,,
2021-03-11 00:00:00+00:00,57844.52,unlabeled,unlabeled,-1,,,
2021-03-12 00:00:00+00:00,57291.03,unlabeled,unlabeled,-1,,,
2021-03-13 00:00:00+00:00,61267.41,unlabeled,unlabeled,-1,,,
2021-03-14 00:00:00+00:00,59037.12,unlabeled,unlabeled,-1,,,
2021-03-15 00:00:00+00:00,55646.61,unlabeled,unlabeled,-1,,,
2021-03-16 00:00:00+00:00,56954.19,unlabeled,unlabeled,-1,,,
2021-03-17 00:00:00+00:00,58959.0,unlabeled,unlabeled,-1,,,
2021-03-18 00:00:00+00:00,57700.01,unlabeled,unlabeled,-1,,,
2021-03-19 00:00:00+00:00,58089.11,unlabeled,unlabeled,-1,,,
2021-03-20 00:00:00+00:00,58145.61,unlabeled,unlabeled,-1,,,
2021-03-21 00:00:00+00:00,57415.18,unlabeled,unlabeled,-1,,,
2021-03-22 00:00:00+00:00,54129.56,unlabeled,unlabeled,-1,,,
2021-03-23 00:00:00+00:00,54400.0,unlabeled,unlabeled,-1,,,
2021-03-24 00:00:00+00:00,52311.54,unlabeled,unlabeled,-1,,,
2021-03-25 00:00:00+00:00,51325.21,unlabeled,unlabeled,-1,,,
2021-03-26 00:00:00+00:00,55030.0,unlabeled,unlabeled,-1,,,
2021-03-27 00:00:00+00:00,55828.0,unlabeled,unlabeled,-1,,,
2021-03-28 00:00:00+00:00,55805.08,unlabeled,unlabeled,-1,,,
2021-03-29 00:00:00+00:00,57677.64,unlabeled,unlabeled,-1,,,
2021-03-30 00:00:00+00:00,58794.16,unlabeled,unlabeled,-1,,,
2021-03-31 00:00:00+00:00,58807.24,unlabeled,unlabeled,-1,,,
2021-04-01 00:00:00+00:00,58794.01,unlabeled,unlabeled,-1,,,
2021-04-02 00:00:00+00:00,59031.36,unlabeled,unlabeled,-1,,,
2021-04-03 00:00:00+00:00,57134.65,unlabeled,unlabeled,-1,,,
2021-04-04 00:00:00+00:00,58234.61,unlabeled,unlabeled,-1,,,
2021-04-05 00:00:00+00:00,59243.39,unlabeled,unlabeled,-1,,,
2021-04-06 00:00:00+00:00,58059.99,unlabeled,unlabeled,-1,,,
2021-04-07 00:00:00+00:00,56018.18,unlabeled,unlabeled,-1,,,
2021-04-08 00:00:00+00:00,58122.26,unlabeled,unlabeled,-1,,,
2021-04-09 00:00:00+00:00,58176.03,unlabeled,unlabeled,-1,,,
2021-04-10 00:00:00+00:00,59832.43,unlabeled,unlabeled,-1,,,
2021-04-11 00:00:00+00:00,60090.2,unlabeled,unlabeled,-1,,,
2021-04-12 00:00:00+00:00,59911.18,unlabeled,unlabeled,-1,,,
2021-04-13 00:00:00+00:00,63649.71,unlabeled,unlabeled,-1,,,
2021-04-14 00:00:00+00:00,63019.1,unlabeled,unlabeled,-1,,,
2021-04-15 00:00:00+00:00,63232.55,unlabeled,unlabeled,-1,,,
2021-04-16 00:00:00+00:00,61424.67,unlabeled,unlabeled,-1,,,
2021-04-17 00:00:00+00:00,60090.14,unlabeled,unlabeled,-1,,,
2021-04-18 00:00:00+00:00,56140.05,unlabeled,unlabeled,-1,,,
2021-04-19 00:00:00+00:00,55634.39,unlabeled,unlabeled,-1,,,
2021-04-20 00:00:00+00:00,56410.56,unlabeled,unlabeled,-1,,,
2021-04-21 00:00:00+00:00,53800.0,unlabeled,unlabeled,-1,,,
2021-04-22 00:00:00+00:00,51714.61,unlabeled,unlabeled,-1,,,
2021-04-23 00:00:00+00:00,51122.62,unlabeled,unlabeled,-1,,,
2021-04-24 00:00:00+00:00,50092.4,unlabeled,unlabeled,-1,,,
2021-04-25 00:00:00+00:00,49063.94,unlabeled,unlabeled,-1,,,
2021-04-26 00:00:00+00:00,53984.33,unlabeled,unlabeled,-1,,,
2021-04-27 00:00:00+00:00,55006.25,unlabeled,unlabeled,-1,,,
2021-04-28 00:00:00+00:00,54861.77,unlabeled,unlabeled,-1,,,
2021-04-29 00:00:00+00:00,53558.8,unlabeled,unlabeled,-1,,,
2021-04-30 00:00:00+00:00,57684.16,volatile_bull,bull,1,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-01 00:00:00+00:00,57836.34,volatile_bull,bull,1,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-02 00:00:00+00:00,56630.33,volatile_bull,bull,1,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-03 00:00:00+00:00,57214.83,volatile_bull,bull,3,0.9999999999258904,8.0,2021-04-30T00:00:00+00:00
2021-05-04 00:00:00+00:00,53263.32,volatile_bull,bull,1,0.9356691601764718,8.0,2021-04-30T00:00:00+00:00
2021-05-05 00:00:00+00:00,57497.77,volatile_bull,bull,1,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-06 00:00:00+00:00,56435.35,volatile_bull,bull,1,0.9999999999981242,8.0,2021-04-30T00:00:00+00:00
2021-05-07 00:00:00+00:00,57350.88,volatile_bull,bull,3,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-08 00:00:00+00:00,58924.98,volatile_bull,bull,3,0.9999998095425052,8.0,2021-04-30T00:00:00+00:00
2021-05-09 00:00:00+00:00,58292.53,volatile_bull,bull,3,0.9999999710825596,8.0,2021-04-30T00:00:00+00:00
2021-05-10 00:00:00+00:00,55869.67,volatile_bull,bull,3,0.99830237947156,8.0,2021-04-30T00:00:00+00:00
2021-05-11 00:00:00+00:00,56710.43,volatile_bull,bull,3,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-12 00:00:00+00:00,49595.76,volatile_bull,bull,3,0.9999781301746758,8.0,2021-04-30T00:00:00+00:00
2021-05-13 00:00:00+00:00,49707.9,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-14 00:00:00+00:00,49873.27,volatile_bull,volatile_bull,6,0.9999919697071519,8.0,2021-04-30T00:00:00+00:00
2021-05-15 00:00:00+00:00,46793.41,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-16 00:00:00+00:00,46429.28,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-17 00:00:00+00:00,43566.18,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-18 00:00:00+00:00,42882.53,volatile_bull,volatile_bull,6,0.9699954520139622,8.0,2021-04-30T00:00:00+00:00
2021-05-19 00:00:00+00:00,36689.14,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-20 00:00:00+00:00,40500.3,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-21 00:00:00+00:00,37211.02,volatile_bull,volatile_bull,6,0.9996814750551718,8.0,2021-04-30T00:00:00+00:00
2021-05-22 00:00:00+00:00,37432.58,volatile_bull,volatile_bull,2,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-23 00:00:00+00:00,34651.6,volatile_bull,volatile_bull,2,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-24 00:00:00+00:00,38779.66,volatile_bull,volatile_bull,2,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-25 00:00:00+00:00,38326.84,volatile_bull,volatile_bull,2,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-26 00:00:00+00:00,39224.2,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-27 00:00:00+00:00,38527.38,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-28 00:00:00+00:00,35670.99,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-29 00:00:00+00:00,34611.94,volatile_bull,volatile_bull,6,1.0,8.0,2021-04-30T00:00:00+00:00
2021-05-30 00:00:00+00:00,35651.81,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-05-31 00:00:00+00:00,37243.38,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-01 00:00:00+00:00,36693.41,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-02 00:00:00+00:00,37569.99,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-03 00:00:00+00:00,39247.4,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-04 00:00:00+00:00,36828.03,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-05 00:00:00+00:00,35498.62,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-06 00:00:00+00:00,35801.71,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-07 00:00:00+00:00,33550.96,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-08 00:00:00+00:00,33372.58,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-09 00:00:00+00:00,37368.45,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-10 00:00:00+00:00,36669.66,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-11 00:00:00+00:00,37300.42,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-12 00:00:00+00:00,35537.05,stress,stress,2,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-13 00:00:00+00:00,38993.65,stress,stress,2,0.8534310220346824,8.0,2021-05-30T00:00:00+00:00
2021-06-14 00:00:00+00:00,40489.1,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-15 00:00:00+00:00,40132.86,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-16 00:00:00+00:00,38344.97,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-17 00:00:00+00:00,38060.71,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-18 00:00:00+00:00,35811.41,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-19 00:00:00+00:00,35483.0,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-20 00:00:00+00:00,35588.64,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-21 00:00:00+00:00,31606.0,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-22 00:00:00+00:00,32496.0,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-23 00:00:00+00:00,33649.0,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-24 00:00:00+00:00,34644.64,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-25 00:00:00+00:00,31568.07,recovery,recovery,1,0.9999999821229865,8.0,2021-05-30T00:00:00+00:00
2021-06-26 00:00:00+00:00,32255.56,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-27 00:00:00+00:00,34687.71,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-28 00:00:00+00:00,34487.22,recovery,recovery,1,1.0,8.0,2021-05-30T00:00:00+00:00
2021-06-29 00:00:00+00:00,35911.26,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-06-30 00:00:00+00:00,35031.39,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-01 00:00:00+00:00,33489.96,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-02 00:00:00+00:00,33760.94,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-03 00:00:00+00:00,34652.94,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-04 00:00:00+00:00,35280.16,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-05 00:00:00+00:00,33672.72,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-06 00:00:00+00:00,34206.01,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-07 00:00:00+00:00,33845.64,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-08 00:00:00+00:00,32852.04,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-09 00:00:00+00:00,33805.01,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-10 00:00:00+00:00,33497.98,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-11 00:00:00+00:00,34253.81,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-12 00:00:00+00:00,33070.87,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-13 00:00:00+00:00,32709.09,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-14 00:00:00+00:00,32803.01,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-15 00:00:00+00:00,31866.43,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-16 00:00:00+00:00,31382.95,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-17 00:00:00+00:00,31496.65,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-18 00:00:00+00:00,31767.0,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-19 00:00:00+00:00,30823.62,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-20 00:00:00+00:00,29775.9,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-21 00:00:00+00:00,32120.0,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-22 00:00:00+00:00,32268.11,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-23 00:00:00+00:00,33634.46,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-24 00:00:00+00:00,34230.0,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-25 00:00:00+00:00,35370.66,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-26 00:00:00+00:00,37218.09,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
2021-07-27 00:00:00+00:00,39442.33,stress,stress,1,1.0,8.0,2021-06-29T00:00:00+00:00
